NAICS_DESC,DATE,REVENUE,anonimized_name
Insurance Agencies and Brokera,5/23/22,3521,David Moody INC
Insurance Agencies and Brokera,5/24/22,6020,David Moody INC
Insurance Agencies and Brokera,5/25/22,5306,David Moody INC
Insurance Agencies and Brokera,5/26/22,3814,David Moody INC
Insurance Agencies and Brokera,5/27/22,7553,David Moody INC
Insurance Agencies and Brokera,5/31/22,2439,David Moody INC
Insurance Agencies and Brokera,6/1/22,5740,David Moody INC
Insurance Agencies and Brokera,6/2/22,3829,David Moody INC
Insurance Agencies and Brokera,6/3/22,3985,David Moody INC
Insurance Agencies and Brokera,6/6/22,3967,David Moody INC
Insurance Agencies and Brokera,6/7/22,3781,David Moody INC
Insurance Agencies and Brokera,6/8/22,3592,David Moody INC
Insurance Agencies and Brokera,6/9/22,3426,David Moody INC
Insurance Agencies and Brokera,6/10/22,3164,David Moody INC
Insurance Agencies and Brokera,6/13/22,3828,David Moody INC
Insurance Agencies and Brokera,6/14/22,4792,David Moody INC
Insurance Agencies and Brokera,6/15/22,3049,David Moody INC
Insurance Agencies and Brokera,6/16/22,2958,David Moody INC
Insurance Agencies and Brokera,6/17/22,11866,David Moody INC
Insurance Agencies and Brokera,6/20/22,3857,David Moody INC
Insurance Agencies and Brokera,6/21/22,4079,David Moody INC
Insurance Agencies and Brokera,6/22/22,9244,David Moody INC
Insurance Agencies and Brokera,6/23/22,5402,David Moody INC
Insurance Agencies and Brokera,6/24/22,4285,David Moody INC
Insurance Agencies and Brokera,6/27/22,2145,David Moody INC
Insurance Agencies and Brokera,6/28/22,3982,David Moody INC
Insurance Agencies and Brokera,6/29/22,4100,David Moody INC
Insurance Agencies and Brokera,6/30/22,4332,David Moody INC
Printing Machinery and Equipme,4/22/21,386,Brian Maxwell INC
Printing Machinery and Equipme,5/4/21,152,Brian Maxwell INC
Printing Machinery and Equipme,5/5/21,76,Brian Maxwell INC
Printing Machinery and Equipme,5/10/21,1268,Brian Maxwell INC
Printing Machinery and Equipme,5/11/21,378,Brian Maxwell INC
Printing Machinery and Equipme,5/12/21,1989,Brian Maxwell INC
Printing Machinery and Equipme,5/20/21,308,Brian Maxwell INC
Printing Machinery and Equipme,5/21/21,4183,Brian Maxwell INC
Printing Machinery and Equipme,5/26/21,426,Brian Maxwell INC
Printing Machinery and Equipme,6/1/21,3608,Brian Maxwell INC
Printing Machinery and Equipme,6/3/21,716,Brian Maxwell INC
Printing Machinery and Equipme,6/8/21,787,Brian Maxwell INC
Printing Machinery and Equipme,6/9/21,320,Brian Maxwell INC
Printing Machinery and Equipme,6/14/21,272,Brian Maxwell INC
Printing Machinery and Equipme,6/21/21,1134,Brian Maxwell INC
Printing Machinery and Equipme,6/22/21,598,Brian Maxwell INC
Printing Machinery and Equipme,6/23/21,2570,Brian Maxwell INC
Printing Machinery and Equipme,6/28/21,195,Brian Maxwell INC
Printing Machinery and Equipme,6/29/21,521,Brian Maxwell INC
Printing Machinery and Equipme,6/30/21,1027,Brian Maxwell INC
Printing Machinery and Equipme,7/1/21,169,Brian Maxwell INC
Printing Machinery and Equipme,7/2/21,3068,Brian Maxwell INC
Printing Machinery and Equipme,7/6/21,197,Brian Maxwell INC
Printing Machinery and Equipme,7/8/21,158,Brian Maxwell INC
Printing Machinery and Equipme,7/9/21,158,Brian Maxwell INC
Printing Machinery and Equipme,7/19/21,39,Brian Maxwell INC
Printing Machinery and Equipme,7/20/21,268,Brian Maxwell INC
Printing Machinery and Equipme,7/23/21,39,Brian Maxwell INC
Printing Machinery and Equipme,8/5/21,195,Brian Maxwell INC
Printing Machinery and Equipme,9/1/21,389,Brian Maxwell INC
Printing Machinery and Equipme,9/17/21,44,Brian Maxwell INC
Printing Machinery and Equipme,9/20/21,409,Brian Maxwell INC
Printing Machinery and Equipme,9/21/21,248,Brian Maxwell INC
Printing Machinery and Equipme,9/22/21,708,Brian Maxwell INC
Printing Machinery and Equipme,9/23/21,920,Brian Maxwell INC
Printing Machinery and Equipme,9/24/21,1210,Brian Maxwell INC
Printing Machinery and Equipme,9/27/21,3889,Brian Maxwell INC
Printing Machinery and Equipme,9/28/21,2556,Brian Maxwell INC
Printing Machinery and Equipme,9/29/21,1765,Brian Maxwell INC
Printing Machinery and Equipme,9/30/21,2389,Brian Maxwell INC
Printing Machinery and Equipme,10/1/21,2679,Brian Maxwell INC
Printing Machinery and Equipme,10/4/21,992,Brian Maxwell INC
Printing Machinery and Equipme,10/5/21,2063,Brian Maxwell INC
Printing Machinery and Equipme,10/6/21,2233,Brian Maxwell INC
Printing Machinery and Equipme,10/7/21,1894,Brian Maxwell INC
Printing Machinery and Equipme,10/8/21,2154,Brian Maxwell INC
Printing Machinery and Equipme,10/11/21,1383,Brian Maxwell INC
Printing Machinery and Equipme,10/12/21,1937,Brian Maxwell INC
Printing Machinery and Equipme,10/13/21,3080,Brian Maxwell INC
Printing Machinery and Equipme,10/14/21,4612,Brian Maxwell INC
Printing Machinery and Equipme,10/15/21,1235,Brian Maxwell INC
Printing Machinery and Equipme,10/18/21,2383,Brian Maxwell INC
Printing Machinery and Equipme,10/19/21,1185,Brian Maxwell INC
Printing Machinery and Equipme,10/20/21,2767,Brian Maxwell INC
Printing Machinery and Equipme,10/21/21,2787,Brian Maxwell INC
Printing Machinery and Equipme,10/22/21,1917,Brian Maxwell INC
Printing Machinery and Equipme,10/25/21,847,Brian Maxwell INC
Printing Machinery and Equipme,10/26/21,3090,Brian Maxwell INC
Printing Machinery and Equipme,10/27/21,1043,Brian Maxwell INC
Printing Machinery and Equipme,10/28/21,1393,Brian Maxwell INC
Printing Machinery and Equipme,10/29/21,1904,Brian Maxwell INC
Printing Machinery and Equipme,11/2/21,2321,Brian Maxwell INC
Printing Machinery and Equipme,11/3/21,2666,Brian Maxwell INC
Printing Machinery and Equipme,11/4/21,2627,Brian Maxwell INC
Printing Machinery and Equipme,11/5/21,577,Brian Maxwell INC
Printing Machinery and Equipme,11/8/21,1805,Brian Maxwell INC
Printing Machinery and Equipme,11/9/21,2872,Brian Maxwell INC
Printing Machinery and Equipme,11/10/21,4426,Brian Maxwell INC
Printing Machinery and Equipme,11/12/21,1725,Brian Maxwell INC
Printing Machinery and Equipme,11/15/21,2010,Brian Maxwell INC
Printing Machinery and Equipme,11/16/21,2597,Brian Maxwell INC
Printing Machinery and Equipme,11/17/21,5480,Brian Maxwell INC
Printing Machinery and Equipme,11/18/21,1672,Brian Maxwell INC
Printing Machinery and Equipme,11/19/21,2518,Brian Maxwell INC
Printing Machinery and Equipme,11/22/21,2262,Brian Maxwell INC
Printing Machinery and Equipme,11/23/21,2196,Brian Maxwell INC
Printing Machinery and Equipme,11/24/21,3346,Brian Maxwell INC
Printing Machinery and Equipme,11/29/21,2615,Brian Maxwell INC
Printing Machinery and Equipme,11/30/21,1512,Brian Maxwell INC
Printing Machinery and Equipme,12/1/21,1415,Brian Maxwell INC
Printing Machinery and Equipme,12/2/21,2592,Brian Maxwell INC
Printing Machinery and Equipme,12/3/21,3101,Brian Maxwell INC
Printing Machinery and Equipme,12/6/21,6034,Brian Maxwell INC
Printing Machinery and Equipme,12/7/21,1746,Brian Maxwell INC
Printing Machinery and Equipme,12/8/21,2887,Brian Maxwell INC
Printing Machinery and Equipme,12/9/21,1435,Brian Maxwell INC
Printing Machinery and Equipme,12/10/21,2647,Brian Maxwell INC
Printing Machinery and Equipme,12/13/21,6142,Brian Maxwell INC
Printing Machinery and Equipme,12/14/21,1303,Brian Maxwell INC
Printing Machinery and Equipme,12/15/21,3563,Brian Maxwell INC
Printing Machinery and Equipme,12/16/21,1445,Brian Maxwell INC
Printing Machinery and Equipme,12/17/21,814,Brian Maxwell INC
Printing Machinery and Equipme,12/20/21,2671,Brian Maxwell INC
Printing Machinery and Equipme,12/21/21,3259,Brian Maxwell INC
Printing Machinery and Equipme,12/22/21,1861,Brian Maxwell INC
Printing Machinery and Equipme,12/23/21,1243,Brian Maxwell INC
Printing Machinery and Equipme,12/27/21,567,Brian Maxwell INC
Printing Machinery and Equipme,12/28/21,1760,Brian Maxwell INC
Printing Machinery and Equipme,12/29/21,3126,Brian Maxwell INC
Printing Machinery and Equipme,12/30/21,2206,Brian Maxwell INC
Printing Machinery and Equipme,1/3/22,260,Brian Maxwell INC
Printing Machinery and Equipme,1/4/22,3932,Brian Maxwell INC
Printing Machinery and Equipme,1/5/22,3340,Brian Maxwell INC
Printing Machinery and Equipme,1/6/22,2435,Brian Maxwell INC
Printing Machinery and Equipme,1/7/22,7485,Brian Maxwell INC
Printing Machinery and Equipme,1/10/22,2677,Brian Maxwell INC
Printing Machinery and Equipme,1/11/22,2142,Brian Maxwell INC
Printing Machinery and Equipme,1/12/22,5542,Brian Maxwell INC
Printing Machinery and Equipme,1/13/22,4459,Brian Maxwell INC
Printing Machinery and Equipme,1/14/22,2239,Brian Maxwell INC
Printing Machinery and Equipme,1/17/22,1352,Brian Maxwell INC
Printing Machinery and Equipme,1/18/22,1862,Brian Maxwell INC
Printing Machinery and Equipme,1/19/22,892,Brian Maxwell INC
Printing Machinery and Equipme,1/20/22,1351,Brian Maxwell INC
Printing Machinery and Equipme,1/21/22,2884,Brian Maxwell INC
Printing Machinery and Equipme,1/24/22,1275,Brian Maxwell INC
Printing Machinery and Equipme,1/25/22,1163,Brian Maxwell INC
Printing Machinery and Equipme,1/26/22,3835,Brian Maxwell INC
Printing Machinery and Equipme,1/27/22,3708,Brian Maxwell INC
Printing Machinery and Equipme,1/28/22,4039,Brian Maxwell INC
Printing Machinery and Equipme,1/31/22,1437,Brian Maxwell INC
Printing Machinery and Equipme,2/1/22,2962,Brian Maxwell INC
Printing Machinery and Equipme,2/2/22,3470,Brian Maxwell INC
Printing Machinery and Equipme,2/3/22,709,Brian Maxwell INC
Printing Machinery and Equipme,2/4/22,3407,Brian Maxwell INC
Printing Machinery and Equipme,2/7/22,5156,Brian Maxwell INC
Printing Machinery and Equipme,2/8/22,5952,Brian Maxwell INC
Printing Machinery and Equipme,2/9/22,6259,Brian Maxwell INC
Printing Machinery and Equipme,2/10/22,6812,Brian Maxwell INC
Printing Machinery and Equipme,2/11/22,3280,Brian Maxwell INC
Printing Machinery and Equipme,2/14/22,3715,Brian Maxwell INC
Printing Machinery and Equipme,2/15/22,5239,Brian Maxwell INC
Printing Machinery and Equipme,2/16/22,6468,Brian Maxwell INC
Printing Machinery and Equipme,2/17/22,8364,Brian Maxwell INC
Printing Machinery and Equipme,2/18/22,4944,Brian Maxwell INC
Printing Machinery and Equipme,2/21/22,3680,Brian Maxwell INC
Printing Machinery and Equipme,2/22/22,4607,Brian Maxwell INC
Printing Machinery and Equipme,2/23/22,3625,Brian Maxwell INC
Printing Machinery and Equipme,2/24/22,5156,Brian Maxwell INC
Printing Machinery and Equipme,2/25/22,2972,Brian Maxwell INC
Printing Machinery and Equipme,2/28/22,4324,Brian Maxwell INC
Printing Machinery and Equipme,3/1/22,3430,Brian Maxwell INC
Printing Machinery and Equipme,3/2/22,4548,Brian Maxwell INC
Printing Machinery and Equipme,3/3/22,7478,Brian Maxwell INC
Printing Machinery and Equipme,3/4/22,3443,Brian Maxwell INC
Printing Machinery and Equipme,3/7/22,4551,Brian Maxwell INC
Printing Machinery and Equipme,3/8/22,6847,Brian Maxwell INC
Printing Machinery and Equipme,3/9/22,6062,Brian Maxwell INC
Printing Machinery and Equipme,3/10/22,4997,Brian Maxwell INC
Printing Machinery and Equipme,3/11/22,4798,Brian Maxwell INC
Printing Machinery and Equipme,3/14/22,6675,Brian Maxwell INC
Printing Machinery and Equipme,3/15/22,5246,Brian Maxwell INC
Printing Machinery and Equipme,3/16/22,5710,Brian Maxwell INC
Printing Machinery and Equipme,3/17/22,6751,Brian Maxwell INC
Printing Machinery and Equipme,3/18/22,7450,Brian Maxwell INC
Printing Machinery and Equipme,3/21/22,6601,Brian Maxwell INC
Printing Machinery and Equipme,3/22/22,5306,Brian Maxwell INC
Printing Machinery and Equipme,3/23/22,12511,Brian Maxwell INC
Printing Machinery and Equipme,3/24/22,4828,Brian Maxwell INC
Printing Machinery and Equipme,3/25/22,5756,Brian Maxwell INC
Printing Machinery and Equipme,3/28/22,13545,Brian Maxwell INC
Printing Machinery and Equipme,3/29/22,8458,Brian Maxwell INC
Printing Machinery and Equipme,3/30/22,5234,Brian Maxwell INC
Printing Machinery and Equipme,3/31/22,5481,Brian Maxwell INC
Printing Machinery and Equipme,4/1/22,4154,Brian Maxwell INC
Printing Machinery and Equipme,4/4/22,4562,Brian Maxwell INC
Printing Machinery and Equipme,4/5/22,5651,Brian Maxwell INC
Printing Machinery and Equipme,4/6/22,7388,Brian Maxwell INC
Printing Machinery and Equipme,4/7/22,4760,Brian Maxwell INC
Printing Machinery and Equipme,4/8/22,3821,Brian Maxwell INC
Printing Machinery and Equipme,4/11/22,6597,Brian Maxwell INC
Printing Machinery and Equipme,4/12/22,6369,Brian Maxwell INC
Printing Machinery and Equipme,4/13/22,8361,Brian Maxwell INC
Printing Machinery and Equipme,4/14/22,4888,Brian Maxwell INC
Printing Machinery and Equipme,4/18/22,7614,Brian Maxwell INC
Printing Machinery and Equipme,4/19/22,5429,Brian Maxwell INC
Printing Machinery and Equipme,4/20/22,6435,Brian Maxwell INC
Printing Machinery and Equipme,4/21/22,4529,Brian Maxwell INC
Printing Machinery and Equipme,4/22/22,3002,Brian Maxwell INC
Printing Machinery and Equipme,4/25/22,5862,Brian Maxwell INC
Printing Machinery and Equipme,4/26/22,4836,Brian Maxwell INC
Printing Machinery and Equipme,4/27/22,8562,Brian Maxwell INC
Printing Machinery and Equipme,4/28/22,3156,Brian Maxwell INC
Printing Machinery and Equipme,4/29/22,10852,Brian Maxwell INC
Printing Machinery and Equipme,5/2/22,5450,Brian Maxwell INC
Printing Machinery and Equipme,5/3/22,5514,Brian Maxwell INC
Printing Machinery and Equipme,5/4/22,6816,Brian Maxwell INC
Printing Machinery and Equipme,5/5/22,10163,Brian Maxwell INC
Printing Machinery and Equipme,5/6/22,5249,Brian Maxwell INC
Printing Machinery and Equipme,5/9/22,10193,Brian Maxwell INC
Printing Machinery and Equipme,5/10/22,7899,Brian Maxwell INC
Printing Machinery and Equipme,5/11/22,7605,Brian Maxwell INC
Printing Machinery and Equipme,5/12/22,6936,Brian Maxwell INC
Printing Machinery and Equipme,5/13/22,6408,Brian Maxwell INC
Printing Machinery and Equipme,5/16/22,3652,Brian Maxwell INC
Printing Machinery and Equipme,5/17/22,4719,Brian Maxwell INC
Printing Machinery and Equipme,5/18/22,4828,Brian Maxwell INC
Printing Machinery and Equipme,5/19/22,9464,Brian Maxwell INC
Printing Machinery and Equipme,5/20/22,5933,Brian Maxwell INC
Printing Machinery and Equipme,5/23/22,5567,Brian Maxwell INC
Printing Machinery and Equipme,5/24/22,6243,Brian Maxwell INC
Printing Machinery and Equipme,5/25/22,6884,Brian Maxwell INC
Printing Machinery and Equipme,5/26/22,4519,Brian Maxwell INC
Printing Machinery and Equipme,5/27/22,5071,Brian Maxwell INC
Printing Machinery and Equipme,5/31/22,6480,Brian Maxwell INC
Printing Machinery and Equipme,6/1/22,7528,Brian Maxwell INC
Printing Machinery and Equipme,6/2/22,6931,Brian Maxwell INC
Printing Machinery and Equipme,6/3/22,5724,Brian Maxwell INC
Printing Machinery and Equipme,6/6/22,6212,Brian Maxwell INC
Printing Machinery and Equipme,6/7/22,7103,Brian Maxwell INC
Printing Machinery and Equipme,6/8/22,5825,Brian Maxwell INC
Printing Machinery and Equipme,6/9/22,6411,Brian Maxwell INC
Printing Machinery and Equipme,6/10/22,6825,Brian Maxwell INC
Printing Machinery and Equipme,6/13/22,6500,Brian Maxwell INC
Printing Machinery and Equipme,6/14/22,5367,Brian Maxwell INC
Printing Machinery and Equipme,6/15/22,7496,Brian Maxwell INC
Printing Machinery and Equipme,6/16/22,5913,Brian Maxwell INC
Printing Machinery and Equipme,6/17/22,4351,Brian Maxwell INC
Printing Machinery and Equipme,6/20/22,6240,Brian Maxwell INC
Printing Machinery and Equipme,6/21/22,6092,Brian Maxwell INC
Printing Machinery and Equipme,6/22/22,5732,Brian Maxwell INC
Printing Machinery and Equipme,6/23/22,7860,Brian Maxwell INC
Printing Machinery and Equipme,6/24/22,4632,Brian Maxwell INC
Printing Machinery and Equipme,6/27/22,5312,Brian Maxwell INC
Printing Machinery and Equipme,6/28/22,7995,Brian Maxwell INC
Printing Machinery and Equipme,6/29/22,4792,Brian Maxwell INC
Printing Machinery and Equipme,6/30/22,6071,Brian Maxwell INC
Footwear Manufacturing,1/27/20,72,Cory Cooper INC
Footwear Manufacturing,2/11/20,33,Cory Cooper INC
Footwear Manufacturing,3/3/20,17,Cory Cooper INC
Footwear Manufacturing,3/11/20,39,Cory Cooper INC
Footwear Manufacturing,3/12/20,50,Cory Cooper INC
Footwear Manufacturing,3/16/20,53,Cory Cooper INC
Footwear Manufacturing,3/30/20,378,Cory Cooper INC
Footwear Manufacturing,3/31/20,35,Cory Cooper INC
Footwear Manufacturing,4/1/20,33,Cory Cooper INC
Footwear Manufacturing,4/2/20,33,Cory Cooper INC
Footwear Manufacturing,4/8/20,33,Cory Cooper INC
Footwear Manufacturing,4/10/20,105,Cory Cooper INC
Footwear Manufacturing,4/14/20,18,Cory Cooper INC
Footwear Manufacturing,4/19/20,225,Cory Cooper INC
Footwear Manufacturing,4/20/20,147,Cory Cooper INC
Footwear Manufacturing,4/21/20,265,Cory Cooper INC
Footwear Manufacturing,4/22/20,90,Cory Cooper INC
Footwear Manufacturing,4/23/20,40,Cory Cooper INC
Footwear Manufacturing,4/27/20,21,Cory Cooper INC
Footwear Manufacturing,5/5/20,914,Cory Cooper INC
Footwear Manufacturing,5/11/20,1196,Cory Cooper INC
Footwear Manufacturing,5/12/20,83,Cory Cooper INC
Footwear Manufacturing,5/13/20,33,Cory Cooper INC
Footwear Manufacturing,5/15/20,54,Cory Cooper INC
Footwear Manufacturing,5/18/20,487,Cory Cooper INC
Footwear Manufacturing,5/20/20,1228,Cory Cooper INC
Footwear Manufacturing,5/26/20,2444,Cory Cooper INC
Footwear Manufacturing,5/28/20,5,Cory Cooper INC
Footwear Manufacturing,6/15/20,147,Cory Cooper INC
Footwear Manufacturing,6/17/20,44,Cory Cooper INC
Footwear Manufacturing,6/18/20,1193,Cory Cooper INC
Footwear Manufacturing,6/19/20,339,Cory Cooper INC
Footwear Manufacturing,6/25/20,94,Cory Cooper INC
Footwear Manufacturing,6/26/20,856,Cory Cooper INC
Footwear Manufacturing,6/29/20,33,Cory Cooper INC
